time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20190117:1149,29.47,107.26,1.55,18.36,22.94,7.31,0.0
20190117:1249,0.0,2.72,0.03,7.18,21.89,6.21,0.0
20190117:1349,0.0,0.0,0.0,0.0,20.55,5.66,0.0
20190117:1449,0.0,0.0,0.0,0.0,19.73,5.38,0.0
20190117:1549,0.0,0.0,0.0,0.0,18.92,5.31,0.0
20190117:1649,0.0,0.0,0.0,0.0,17.87,5.03,0.0
20190117:1749,0.0,0.0,0.0,0.0,16.72,4.76,0.0
20190117:1849,0.0,0.0,0.0,0.0,15.83,4.55,0.0
20190117:1949,0.0,0.0,0.0,0.0,15.05,4.14,0.0
20190117:2049,0.0,0.0,0.0,0.0,14.35,3.59,0.0
20190117:2149,0.0,0.0,0.0,0.0,13.67,3.38,0.0
20190117:2249,0.0,0.0,0.0,0.0,13.04,3.59,0.0
20190117:2349,0.0,0.0,0.0,0.0,12.67,3.86,0.0
20190118:0049,0.0,0.0,0.0,0.0,12.3,4.21,0.0
20190118:0149,0.0,0.0,0.0,0.0,11.99,4.34,0.0
20190118:0249,0.0,0.0,0.0,-1.84,11.76,4.34,0.0
20190118:0349,0.0,16.95,0.21,10.05,12.65,4.55,0.0
20190118:0449,0.0,56.49,0.7,20.98,14.51,6.9,0.0
20190118:0549,0.0,98.86,1.22,30.39,15.7,7.72,0.0
20190118:0649,14.91,253.41,3.22,37.45,16.73,7.93,0.0
20190118:0749,35.26,296.64,3.9,41.11,17.92,8.28,0.0
20190118:0849,297.67,320.31,6.05,40.62,18.49,8.55,0.0
20190118:0949,418.01,224.17,5.99,36.07,18.97,8.62,0.0
20190118:1049,66.97,202.35,3.0,28.38,19.04,8.34,0.0
20190118:1149,39.97,112.06,1.69,18.55,18.68,7.72,0.0
20190118:1249,0.0,2.72,0.03,7.36,17.82,6.41,0.0
20190118:1349,0.0,0.0,0.0,0.0,17.08,4.76,0.0
20190118:1449,0.0,0.0,0.0,0.0,16.48,5.38,0.0
20190118:1549,0.0,0.0,0.0,0.0,15.66,5.17,0.0
20190118:1649,0.0,0.0,0.0,0.0,14.9,4.62,0.0
20190118:1749,0.0,0.0,0.0,0.0,14.27,4.14,0.0
20190118:1849,0.0,0.0,0.0,0.0,13.78,4.21,0.0
20190118:1949,0.0,0.0,0.0,0.0,13.23,3.93,0.0
20190118:2049,0.0,0.0,0.0,0.0,12.53,3.66,0.0
20190118:2149,0.0,0.0,0.0,0.0,11.82,3.31,0.0
20190118:2249,0.0,0.0,0.0,0.0,10.95,3.31,0.0
20190118:2349,0.0,0.0,0.0,0.0,10.29,3.31,0.0
20190119:0049,0.0,0.0,0.0,0.0,9.69,3.38,0.0
20190119:0149,0.0,0.0,0.0,0.0,9.27,3.38,0.0
20190119:0249,0.0,0.0,0.0,-1.81,8.96,3.45,0.0
20190119:0349,242.81,159.38,2.14,10.11,10.02,3.66,0.0
20190119:0449,505.51,191.35,4.59,21.06,12.18,5.17,0.0
20190119:0549,674.76,200.89,6.53,30.51,13.95,6.0,0.0
20190119:0649,523.35,297.41,6.98,37.61,15.08,7.03,0.0
20190119:0749,645.84,257.52,7.81,41.31,16.27,7.45,0.0
20190119:0849,667.05,207.84,7.73,40.83,17.13,7.79,0.0
20190119:0949,554.43,178.05,6.64,36.29,17.4,7.86,0.0
20190119:1049,388.6,140.12,4.88,28.59,17.27,7.66,0.0
20190119:1149,68.89,118.65,1.99,18.74,16.86,7.1,0.0
20190119:1249,0.0,2.72,0.03,7.53,15.98,6.0,0.0
20190119:1349,0.0,0.0,0.0,0.0,15.06,5.1,0.0
20190119:1449,0.0,0.0,0.0,0.0,14.46,4.83,0.0
20190119:1549,0.0,0.0,0.0,0.0,13.56,5.1,0.0
20190119:1649,0.0,0.0,0.0,0.0,12.18,5.1,0.0
20190119:1749,0.0,0.0,0.0,0.0,10.92,4.69,0.0
20190119:1849,0.0,0.0,0.0,0.0,9.98,3.31,0.0
20190119:1949,0.0,0.0,0.0,0.0,9.12,3.52,0.0
20190119:2049,0.0,0.0,0.0,0.0,7.98,5.72,0.0
20190119:2149,0.0,0.0,0.0,0.0,6.48,6.14,0.0
20190119:2249,0.0,0.0,0.0,0.0,5.49,5.66,0.0
20190119:2349,0.0,0.0,0.0,0.0,4.79,5.59,0.0
20190120:0049,0.0,0.0,0.0,0.0,4.27,5.38,0.0
20190120:0149,0.0,0.0,0.0,0.0,3.75,5.17,0.0
20190120:0249,0.0,0.0,0.0,-1.76,3.19,4.83,0.0
20190120:0349,131.8,145.59,1.84,10.17,3.72,5.03,0.0
20190120:0449,393.75,222.5,4.31,21.16,5.28,5.72,0.0
20190120:0549,645.26,218.26,6.51,30.64,7.07,6.55,0.0
20190120:0649,763.71,208.53,7.85,37.78,8.48,7.03,0.0
20190120:0749,829.5,178.11,8.5,41.51,9.63,7.17,0.0
20190120:0849,732.94,181.93,8.03,41.06,10.56,7.1,0.0
20190120:0949,637.25,144.98,7.02,36.51,11.1,6.9,0.0
20190120:1049,434.08,123.79,5.12,28.8,11.13,6.76,0.0
20190120:1149,218.66,84.36,2.81,18.94,10.72,6.76,0.0
20190120:1249,0.0,11.77,0.15,7.71,9.68,6.62,0.0
20190120:1349,0.0,0.0,0.0,0.0,8.55,6.07,0.0
20190120:1449,0.0,0.0,0.0,0.0,7.78,5.86,0.0
20190120:1549,0.0,0.0,0.0,0.0,7.15,5.86,0.0
20190120:1649,0.0,0.0,0.0,0.0,6.54,5.93,0.0
20190120:1749,0.0,0.0,0.0,0.0,5.93,5.93,0.0
20190120:1849,0.0,0.0,0.0,0.0,5.32,5.86,0.0
20190120:1949,0.0,0.0,0.0,0.0,4.74,5.52,0.0
20190120:2049,0.0,0.0,0.0,0.0,4.2,5.17,0.0
20190120:2149,0.0,0.0,0.0,0.0,3.75,4.97,0.0
20190120:2249,0.0,0.0,0.0,0.0,3.38,4.76,0.0
20190120:2349,0.0,0.0,0.0,0.0,3.09,4.69,0.0
20190121:0049,0.0,0.0,0.0,0.0,2.82,4.41,0.0
20190121:0149,0.0,0.0,0.0,0.0,2.6,4.28,0.0
20190121:0249,0.0,0.0,0.0,-1.72,2.4,4.21,0.0
20190121:0349,328.53,158.76,2.37,10.24,3.47,4.14,0.0
20190121:0449,546.75,181.93,4.77,21.25,5.81,5.79,0.0
20190121:0549,749.67,173.69,6.84,30.77,7.69,7.03,0.0
20190121:0649,835.6,175.53,8.1,37.95,9.14,7.59,0.0
20190121:0749,866.58,162.79,8.67,41.72,10.09,7.66,0.0
20190121:0849,783.6,159.26,8.26,41.28,10.76,7.66,0.0
20190121:0949,648.49,141.51,7.1,36.74,11.18,7.66,0.0
20190121:1049,442.82,121.57,5.19,29.01,11.29,7.59,0.0
20190121:1149,214.77,86.1,2.81,19.13,10.9,7.31,0.0
20190121:1249,0.0,16.29,0.21,7.89,9.91,6.62,0.0
20190121:1349,0.0,0.0,0.0,0.0,8.74,5.59,0.0
20190121:1449,0.0,0.0,0.0,0.0,7.95,5.24,0.0
20190121:1549,0.0,0.0,0.0,0.0,7.28,4.76,0.0
20190121:1649,0.0,0.0,0.0,0.0,6.71,4.21,0.0
20190121:1749,0.0,0.0,0.0,0.0,6.15,3.72,0.0
20190121:1849,0.0,0.0,0.0,0.0,5.39,3.45,0.0
20190121:1949,0.0,0.0,0.0,0.0,4.64,3.1,0.0
20190121:2049,0.0,0.0,0.0,0.0,3.84,2.83,0.0
20190121:2149,0.0,0.0,0.0,0.0,3.03,2.62,0.0
20190121:2249,0.0,0.0,0.0,0.0,2.29,2.48,0.0
20190121:2349,0.0,0.0,0.0,0.0,1.63,2.34,0.0
20190122:0049,0.0,0.0,0.0,0.0,1.37,2.21,0.0
20190122:0149,0.0,0.0,0.0,0.0,1.26,2.07,0.0
20190122:0249,0.0,0.0,0.0,-1.67,1.27,1.93,0.0
20190122:0349,447.64,141.82,2.65,10.31,3.36,1.52,0.0
20190122:0449,643.94,149.19,5.07,21.36,7.27,1.66,0.0
20190122:0549,789.06,158.72,7.0,30.91,9.94,2.0,0.0
20190122:0649,856.89,166.89,8.21,38.13,11.5,3.03,0.0
20190122:0749,878.25,157.77,8.74,41.94,12.7,2.83,0.0
20190122:0849,782.81,160.11,8.28,41.52,13.57,2.55,0.0
20190122:0949,639.95,145.61,7.09,36.97,14.11,2.28,0.0
20190122:1049,432.06,127.67,5.17,29.23,14.28,1.93,0.0
20190122:1149,188.78,98.48,2.74,19.33,14.16,1.72,0.0
20190122:1249,0.0,14.48,0.19,8.07,13.51,1.52,0.0
20190122:1349,0.0,0.0,0.0,0.0,12.47,0.9,0.0
20190122:1449,0.0,0.0,0.0,0.0,11.52,0.28,0.0
20190122:1549,0.0,0.0,0.0,0.0,10.61,0.41,0.0
20190122:1649,0.0,0.0,0.0,0.0,9.39,0.9,0.0
20190122:1749,0.0,0.0,0.0,0.0,8.44,1.1,0.0
20190122:1849,0.0,0.0,0.0,0.0,7.88,1.1,0.0
20190122:1949,0.0,0.0,0.0,0.0,7.24,1.17,0.0
20190122:2049,0.0,0.0,0.0,0.0,7.16,1.31,0.0
20190122:2149,0.0,0.0,0.0,0.0,6.91,1.45,0.0
20190122:2249,0.0,0.0,0.0,0.0,6.55,1.59,0.0
20190122:2349,0.0,0.0,0.0,0.0,6.13,1.72,0.0
20190123:0049,0.0,0.0,0.0,0.0,5.82,1.79,0.0
20190123:0149,0.0,0.0,0.0,0.0,5.51,1.86,0.0
20190123:0249,0.0,0.0,0.0,-1.61,5.29,1.93,0.0
20190123:0349,416.7,145.99,2.59,10.39,6.11,1.86,0.0
20190123:0449,614.95,157.15,4.99,21.47,9.55,2.41,0.0
20190123:0549,764.03,166.68,6.92,31.06,12.49,3.45,0.0
20190123:0649,842.68,171.11,8.16,38.32,13.71,3.66,0.0
20190123:0749,852.21,167.84,8.65,42.16,14.71,3.86,0.0
20190123:0849,780.63,159.66,8.28,41.76,15.41,3.79,0.0
20190123:0949,647.1,141.98,7.14,37.21,15.86,3.79,0.0
20190123:1049,436.8,125.26,5.21,29.45,15.94,3.59,0.0
20190123:1149,196.71,95.46,2.79,19.53,15.65,3.38,0.0
20190123:1249,0.0,16.29,0.21,8.26,14.91,3.03,0.0
20190123:1349,0.0,0.0,0.0,0.0,13.73,2.07,0.0
20190123:1449,0.0,0.0,0.0,0.0,12.82,1.24,0.0
20190123:1549,0.0,0.0,0.0,0.0,12.01,0.41,0.0
20190123:1649,0.0,0.0,0.0,0.0,11.37,0.55,0.0
20190123:1749,0.0,0.0,0.0,0.0,9.51,1.52,0.0
20190123:1849,0.0,0.0,0.0,0.0,8.12,2.0,0.0
20190123:1949,0.0,0.0,0.0,0.0,6.96,2.07,0.0
20190123:2049,0.0,0.0,0.0,0.0,5.96,2.07,0.0
20190123:2149,0.0,0.0,0.0,0.0,5.1,2.07,0.0
20190123:2249,0.0,0.0,0.0,0.0,4.5,2.07,0.0
20190123:2349,0.0,0.0,0.0,0.0,4.18,2.07,0.0
20190124:0049,0.0,0.0,0.0,0.0,4.03,2.0,0.0
20190124:0149,0.0,0.0,0.0,0.0,4.08,2.0,0.0
20190124:0249,0.0,0.0,0.0,-1.55,4.04,2.0,0.0
20190124:0349,399.68,145.99,2.56,10.48,5.87,1.66,0.0
20190124:0449,593.56,162.33,4.93,21.58,9.72,1.86,0.0
20190124:0549,758.24,167.26,6.91,31.21,12.57,1.93,0.0
20190124:0649,837.28,171.75,8.15,38.51,14.17,1.86,0.0
20190124:0749,858.18,163.9,8.69,42.39,15.26,1.17,0.0
20190124:0849,766.37,164.85,8.23,42.0,16.11,1.31,0.0
20190124:0949,634.61,147.09,7.1,37.45,16.69,1.72,0.0
20190124:1049,428.64,129.14,5.2,29.67,16.85,2.0,0.0
20190124:1149,204.54,93.49,2.85,19.73,16.64,2.07,0.0
20190124:1249,0.0,21.73,0.28,8.44,15.97,1.72,0.0
20190124:1349,0.0,0.0,0.0,0.0,14.93,1.24,0.0
20190124:1449,0.0,0.0,0.0,0.0,13.99,1.17,0.0
20190124:1549,0.0,0.0,0.0,0.0,13.02,1.17,0.0
20190124:1649,0.0,0.0,0.0,0.0,11.59,1.17,0.0
20190124:1749,0.0,0.0,0.0,0.0,10.65,1.03,0.0
20190124:1849,0.0,0.0,0.0,0.0,10.45,0.97,0.0
20190124:1949,0.0,0.0,0.0,0.0,9.95,1.03,0.0
20190124:2049,0.0,0.0,0.0,0.0,9.57,1.17,0.0
20190124:2149,0.0,0.0,0.0,0.0,9.36,1.24,0.0
20190124:2249,0.0,0.0,0.0,0.0,9.09,1.31,0.0
20190124:2349,0.0,0.0,0.0,0.0,8.85,1.45,0.0
20190125:0049,0.0,0.0,0.0,0.0,8.49,1.66,0.0
20190125:0149,0.0,0.0,0.0,0.0,7.93,1.93,0.0
20190125:0249,0.0,0.0,0.0,-1.48,7.37,2.14,0.0
20190125:0349,124.0,142.39,1.84,10.57,8.03,2.07,0.0
20190125:0449,379.65,220.05,4.3,21.7,12.25,2.9,0.0
20190125:0549,556.75,243.6,6.27,31.36,14.31,3.86,0.0
20190125:0649,716.35,223.53,7.74,38.71,15.73,4.55,0.0
20190125:0749,769.89,200.71,8.35,42.62,16.73,5.03,0.0
20190125:0849,733.47,176.41,8.09,42.25,17.48,5.45,0.0
20190125:0949,610.46,153.99,6.99,37.69,17.83,5.66,0.0
20190125:1049,423.07,129.68,5.17,29.9,17.76,5.45,0.0
20190125:1149,218.64,87.46,2.92,19.94,17.34,5.1,0.0
20190125:1249,0.0,23.54,0.3,8.62,16.53,4.41,0.0
20190125:1349,0.0,0.0,0.0,0.0,15.51,2.97,0.0
20190125:1449,0.0,0.0,0.0,0.0,14.77,2.34,0.0
20190125:1549,0.0,0.0,0.0,0.0,14.15,2.28,0.0
20190125:1649,0.0,0.0,0.0,0.0,13.62,2.83,0.0
20190125:1749,0.0,0.0,0.0,0.0,13.09,3.66,0.0
20190125:1849,0.0,0.0,0.0,0.0,12.27,3.52,0.0
20190125:1949,0.0,0.0,0.0,0.0,11.5,3.38,0.0
20190125:2049,0.0,0.0,0.0,0.0,10.84,3.24,0.0
20190125:2149,0.0,0.0,0.0,0.0,10.25,3.1,0.0
20190125:2249,0.0,0.0,0.0,0.0,9.72,3.03,0.0
20190125:2349,0.0,0.0,0.0,0.0,9.37,3.17,0.0
20190126:0049,0.0,0.0,0.0,0.0,9.21,3.31,0.0
20190126:0149,0.0,0.0,0.0,0.0,9.13,3.24,0.0
20190126:0249,0.0,0.0,0.0,-1.41,9.01,3.17,0.0
20190126:0349,2.67,73.98,0.92,10.66,10.18,3.1,0.0
20190126:0449,145.6,226.16,3.33,21.83,12.06,3.93,0.0
20190126:0549,326.51,293.84,5.37,31.53,13.82,4.41,0.0
20190126:0649,508.65,295.93,6.98,38.91,15.15,4.07,0.0
20190126:0749,566.08,283.11,7.59,42.86,16.63,4.21,0.0
20190126:0849,464.04,287.98,7.06,42.51,17.77,4.0,0.0
20190126:0949,322.35,267.49,5.8,37.94,18.47,3.93,0.0
20190126:1049,75.1,216.06,3.26,30.12,18.77,3.86,0.0
20190126:1149,0.0,62.14,0.77,20.14,18.8,3.45,0.0
20190126:1249,0.0,3.62,0.05,8.81,18.35,2.76,0.0
20190126:1349,0.0,0.0,0.0,0.0,17.36,1.52,0.0
20190126:1449,0.0,0.0,0.0,0.0,16.44,0.76,0.0
20190126:1549,0.0,0.0,0.0,0.0,15.58,0.83,0.0
20190126:1649,0.0,0.0,0.0,0.0,14.33,1.03,0.0
20190126:1749,0.0,0.0,0.0,0.0,13.57,0.97,0.0
20190126:1849,0.0,0.0,0.0,0.0,13.19,0.9,0.0
20190126:1949,0.0,0.0,0.0,0.0,13.15,0.69,0.0
20190126:2049,0.0,0.0,0.0,0.0,13.09,0.76,0.0
20190126:2149,0.0,0.0,0.0,0.0,12.46,0.97,0.0
20190126:2249,0.0,0.0,0.0,0.0,11.73,1.17,0.0
20190126:2349,0.0,0.0,0.0,0.0,10.74,1.52,0.0
20190127:0049,0.0,0.0,0.0,0.0,9.56,1.79,0.0
20190127:0149,0.0,0.0,0.0,0.0,9.07,2.0,0.0
20190127:0249,0.0,0.0,0.0,-1.33,8.87,2.14,0.0
20190127:0349,68.83,126.57,1.62,10.77,9.97,2.0,0.0
20190127:0449,309.93,231.34,4.1,21.96,14.45,2.97,0.0
20190127:0549,535.35,250.29,6.23,31.7,16.26,3.52,0.0
20190127:0649,691.57,233.3,7.7,39.12,17.91,2.97,0.0
20190127:0749,739.24,216.54,8.3,43.11,19.12,3.24,0.0
20190127:0849,706.55,191.15,8.06,42.77,19.99,3.38,0.0
20190127:0949,601.24,159.88,7.01,38.2,20.46,3.31,0.0
20190127:1049,424.64,130.22,5.23,30.35,20.62,3.38,0.0
20190127:1149,221.02,89.23,2.99,20.35,20.35,3.31,0.0
20190127:1249,0.0,21.73,0.28,9.0,19.64,3.17,0.0
20190127:1349,0.0,0.0,0.0,0.0,18.41,2.28,0.0
20190127:1449,0.0,0.0,0.0,0.0,17.26,1.45,0.0
20190127:1549,0.0,0.0,0.0,0.0,16.28,1.03,0.0
20190127:1649,0.0,0.0,0.0,0.0,14.98,0.97,0.0
20190127:1749,0.0,0.0,0.0,0.0,14.0,1.1,0.0
20190127:1849,0.0,0.0,0.0,0.0,13.46,1.31,0.0
20190127:1949,0.0,0.0,0.0,0.0,12.07,1.93,0.0
20190127:2049,0.0,0.0,0.0,0.0,11.31,2.14,0.0
20190127:2149,0.0,0.0,0.0,0.0,11.09,2.21,0.0
20190127:2249,0.0,0.0,0.0,0.0,10.86,2.14,0.0
20190127:2349,0.0,0.0,0.0,0.0,10.16,2.34,0.0
20190128:0049,0.0,0.0,0.0,0.0,9.65,2.41,0.0
20190128:0149,0.0,0.0,0.0,0.0,9.24,2.55,0.0
20190128:0249,0.0,0.0,0.0,-1.25,8.96,2.76,0.0
20190128:0349,199.3,153.62,2.12,10.87,10.36,2.62,0.0
20190128:0449,434.25,203.48,4.49,22.09,14.89,4.14,0.0
20190128:0549,624.58,212.15,6.49,31.87,16.75,5.17,0.0
20190128:0649,744.38,203.6,7.84,39.34,18.33,5.59,0.0
20190128:0749,798.77,179.8,8.45,43.36,19.32,6.14,0.0
20190128:0849,733.45,171.63,8.12,43.04,20.05,6.48,0.0
20190128:0949,516.89,196.62,6.69,38.45,20.54,6.55,0.0
20190128:1049,445.57,120.58,5.34,30.59,20.56,6.28,0.0
20190128:1149,234.71,84.18,3.07,20.56,20.1,6.0,0.0
20190128:1249,1.31,24.53,0.31,9.18,19.25,5.52,0.0
20190128:1349,0.0,0.0,0.0,0.0,18.26,4.34,0.0
20190128:1449,0.0,0.0,0.0,0.0,17.56,3.59,0.0
20190128:1549,0.0,0.0,0.0,0.0,17.11,3.31,0.0
20190128:1649,0.0,0.0,0.0,0.0,16.97,3.93,0.0
20190128:1749,0.0,0.0,0.0,0.0,16.68,4.76,0.0
20190128:1849,0.0,0.0,0.0,0.0,15.84,4.69,0.0
20190128:1949,0.0,0.0,0.0,0.0,14.88,4.76,0.0
20190128:2049,0.0,0.0,0.0,0.0,14.08,4.48,0.0
20190128:2149,0.0,0.0,0.0,0.0,13.37,4.07,0.0
20190128:2249,0.0,0.0,0.0,0.0,12.81,3.72,0.0
20190128:2349,0.0,0.0,0.0,0.0,12.46,3.59,0.0
20190129:0049,0.0,0.0,0.0,0.0,12.26,3.86,0.0
20190129:0149,0.0,0.0,0.0,0.0,12.28,4.0,0.0
20190129:0249,0.0,0.0,0.0,-1.16,12.09,3.86,0.0
20190129:0349,0.0,67.79,0.84,10.98,12.5,3.52,0.0
20190129:0449,0.0,109.21,1.35,22.24,13.59,4.83,0.0
20190129:0549,304.04,296.86,5.31,32.05,14.54,5.24,0.0
20190129:0649,450.36,313.25,6.8,39.56,16.43,6.07,0.0
20190129:0749,168.29,360.99,5.59,43.62,16.97,6.34,0.0
20190129:0849,7.9,251.23,3.16,43.31,17.54,6.41,0.0
20190129:0949,0.0,50.84,0.63,38.71,18.48,6.97,0.0
20190129:1049,1.26,140.37,1.74,30.82,19.48,8.34,0.0
20190129:1149,0.0,21.65,0.27,20.77,19.75,8.76,0.0
20190129:1249,15.48,31.85,0.52,9.37,19.41,8.55,0.0
20190129:1349,0.0,0.0,0.0,0.0,17.94,7.1,0.0
20190129:1449,0.0,0.0,0.0,0.0,16.49,6.07,0.0
20190129:1549,0.0,0.0,0.0,0.0,15.21,6.0,0.0
20190129:1649,0.0,0.0,0.0,0.0,14.33,6.55,0.0
20190129:1749,0.0,0.0,0.0,0.0,13.67,6.41,0.0
20190129:1849,0.0,0.0,0.0,0.0,13.23,6.76,0.0
20190129:1949,0.0,0.0,0.0,0.0,12.77,6.21,0.0
20190129:2049,0.0,0.0,0.0,0.0,12.43,5.59,0.0
20190129:2149,0.0,0.0,0.0,0.0,12.28,5.24,0.0
20190129:2249,0.0,0.0,0.0,0.0,11.98,4.41,0.0
20190129:2349,0.0,0.0,0.0,0.0,11.94,4.0,0.0
20190130:0049,0.0,0.0,0.0,0.0,11.89,3.17,0.0
20190130:0149,0.0,0.0,0.0,0.0,11.73,3.31,0.0
20190130:0249,0.0,0.0,0.0,-1.07,11.57,3.31,0.0
20190130:0349,12.86,95.4,1.2,11.1,12.26,3.93,0.0
20190130:0449,131.79,229.59,3.34,22.38,13.55,4.41,0.0
20190130:0549,34.34,256.07,3.35,32.23,15.64,5.1,0.0
20190130:0649,411.45,332.92,6.76,39.79,16.49,7.03,0.0
20190130:0749,407.83,344.11,7.12,43.88,16.71,8.28,0.0
20190130:0849,567.31,260.7,7.67,43.58,16.17,8.0,0.0
20190130:0949,536.28,198.03,6.91,38.97,16.76,7.52,0.0
20190130:1049,419.22,139.07,5.34,31.06,17.08,6.9,0.0
20190130:1149,223.09,92.86,3.09,20.98,17.0,6.48,0.0
20190130:1249,15.26,32.77,0.53,9.56,16.24,5.93,0.0
20190130:1349,0.0,0.0,0.0,0.0,15.05,4.69,0.0
20190130:1449,0.0,0.0,0.0,0.0,14.17,4.28,0.0
20190130:1549,0.0,0.0,0.0,0.0,13.51,4.07,0.0
20190130:1649,0.0,0.0,0.0,0.0,12.88,4.07,0.0
20190130:1749,0.0,0.0,0.0,0.0,12.36,4.0,0.0
20190130:1849,0.0,0.0,0.0,0.0,11.84,3.79,0.0
20190130:1949,0.0,0.0,0.0,0.0,11.43,3.52,0.0
20190130:2049,0.0,0.0,0.0,0.0,11.02,3.17,0.0
20190130:2149,0.0,0.0,0.0,0.0,10.35,2.9,0.0
20190130:2249,0.0,0.0,0.0,0.0,9.64,2.69,0.0
20190130:2349,0.0,0.0,0.0,0.0,8.54,2.48,0.0
20190131:0049,0.0,0.0,0.0,0.0,7.54,2.34,0.0
20190131:0149,0.0,0.0,0.0,0.0,6.96,2.21,0.0
20190131:0249,0.0,0.0,0.0,-0.97,6.61,2.07,0.0
20190131:0349,384.26,147.3,2.67,11.22,8.32,1.66,0.0
20190131:0449,592.52,165.33,5.12,22.53,12.68,1.93,0.0
20190131:0549,760.29,170.77,7.13,32.43,14.79,2.07,0.0
20190131:0649,851.66,171.95,8.44,40.02,16.24,1.03,0.0
20190131:0749,863.38,168.84,8.95,44.15,17.41,0.69,0.0
20190131:0849,784.09,166.46,8.57,43.86,18.51,1.72,0.0
20190131:0949,653.96,147.64,7.44,39.24,19.25,2.62,0.0
20190131:1049,453.52,127.83,5.55,31.3,19.52,3.03,0.0
20190131:1149,219.21,98.84,3.14,21.19,19.32,3.03,0.0
20190131:1249,10.03,33.44,0.5,9.75,18.68,2.9,0.0
20190131:1349,0.0,0.0,0.0,0.0,17.66,2.21,0.0
20190131:1449,0.0,0.0,0.0,0.0,16.68,1.66,0.0
20190131:1549,0.0,0.0,0.0,0.0,15.79,1.24,0.0
20190131:1649,0.0,0.0,0.0,0.0,14.38,1.1,0.0
20190131:1749,0.0,0.0,0.0,0.0,13.53,1.1,0.0
20190131:1849,0.0,0.0,0.0,0.0,12.56,1.52,0.0
20190131:1949,0.0,0.0,0.0,0.0,11.52,1.93,0.0
20190131:2049,0.0,0.0,0.0,0.0,10.66,2.21,0.0
20190131:2149,0.0,0.0,0.0,0.0,10.24,2.28,0.0
20190131:2249,0.0,0.0,0.0,0.0,10.12,2.21,0.0
20190131:2349,0.0,0.0,0.0,0.0,10.21,2.07,0.0
20190201:0049,0.0,0.0,0.0,0.0,9.82,2.14,0.0
20190201:0149,0.0,0.0,0.0,0.0,9.01,2.34,0.0
20190201:0249,0.0,0.0,0.0,-0.86,8.2,2.55,0.0
20190201:0349,289.6,161.53,2.49,11.35,9.43,2.62,0.0
20190201:0449,519.58,190.58,4.93,22.69,14.5,4.48,0.0
20190201:0549,687.51,201.74,6.92,32.62,16.49,5.59,0.0
20190201:0649,744.41,223.01,8.12,40.26,17.87,6.34,0.0
20190201:0749,756.24,222.38,8.62,44.42,18.87,6.9,0.0
20190201:0849,709.77,204.54,8.34,44.15,19.59,7.17,0.0
20190201:0949,548.92,200.14,7.08,39.51,19.95,7.31,0.0
20190201:1049,363.45,170.78,5.22,31.54,20.0,7.17,0.0
20190201:1149,152.96,124.04,2.85,21.41,19.82,6.9,0.0
20190201:1249,4.95,33.18,0.45,9.94,19.19,6.21,0.0
20190201:1349,0.0,0.0,0.0,0.0,18.12,4.62,0.0
20190201:1449,0.0,0.0,0.0,0.0,17.36,3.93,0.0
20190201:1549,0.0,0.0,0.0,0.0,16.64,3.93,0.0
20190201:1649,0.0,0.0,0.0,0.0,15.79,4.62,0.0
20190201:1749,0.0,0.0,0.0,0.0,14.87,4.97,0.0
20190201:1849,0.0,0.0,0.0,0.0,14.33,4.83,0.0
20190201:1949,0.0,0.0,0.0,0.0,13.49,4.55,0.0
20190201:2049,0.0,0.0,0.0,0.0,12.92,4.41,0.0
20190201:2149,0.0,0.0,0.0,0.0,12.43,4.28,0.0
20190201:2249,0.0,0.0,0.0,0.0,11.96,4.21,0.0
20190201:2349,0.0,0.0,0.0,0.0,11.57,4.21,0.0
20190202:0049,0.0,0.0,0.0,0.0,11.39,4.21,0.0
20190202:0149,0.0,0.0,0.0,0.0,10.96,4.07,0.0
20190202:0249,0.0,0.0,0.0,-0.76,10.68,4.0,0.0
20190202:0349,4.98,86.75,1.08,11.48,11.59,5.24,0.0
20190202:0449,5.33,153.35,1.92,22.85,13.37,6.34,0.0
20190202:0549,98.69,293.14,4.15,32.82,14.92,7.03,0.0
20190202:0649,145.23,350.32,5.23,40.5,16.48,6.48,0.0
20190202:0749,247.2,370.72,6.29,44.7,17.89,6.97,0.0
20190202:0849,127.44,350.51,5.27,44.44,18.25,7.03,0.0
20190202:0949,215.99,303.35,5.44,39.78,18.79,7.03,0.0
20190202:1049,229.69,214.09,4.56,31.79,18.88,6.9,0.0
20190202:1149,139.82,125.95,2.77,21.62,18.71,6.69,0.0
20190202:1249,6.1,34.17,0.48,10.12,17.98,6.14,0.0
20190202:1349,0.0,0.0,0.0,0.0,17.05,4.69,0.0
20190202:1449,0.0,0.0,0.0,0.0,16.4,4.0,0.0
20190202:1549,0.0,0.0,0.0,0.0,15.9,3.59,0.0
20190202:1649,0.0,0.0,0.0,0.0,15.56,3.72,0.0
20190202:1749,0.0,0.0,0.0,0.0,15.31,4.28,0.0
20190202:1849,0.0,0.0,0.0,0.0,14.73,4.41,0.0
20190202:1949,0.0,0.0,0.0,0.0,14.2,4.62,0.0
20190202:2049,0.0,0.0,0.0,0.0,13.66,4.48,0.0
20190202:2149,0.0,0.0,0.0,0.0,13.19,4.41,0.0
20190202:2249,0.0,0.0,0.0,0.0,12.73,4.28,0.0
20190202:2349,0.0,0.0,0.0,0.0,12.67,4.48,0.0
20190203:0049,0.0,0.0,0.0,0.0,12.46,4.34,0.0
