time,Gb(i),Gd(i),Gr(i),H_sun,T2m,WS10m,Int
20191208:1449,0.0,0.0,0.0,0.0,13.45,3.72,0.0
20191208:1549,0.0,0.0,0.0,0.0,13.25,4.21,0.0
20191208:1649,0.0,0.0,0.0,0.0,12.97,4.0,0.0
20191208:1749,0.0,0.0,0.0,0.0,12.85,3.79,0.0
20191208:1849,0.0,0.0,0.0,0.0,12.83,3.52,0.0
20191208:1949,0.0,0.0,0.0,0.0,12.53,3.45,0.0
20191208:2049,0.0,0.0,0.0,0.0,12.45,3.45,0.0
20191208:2149,0.0,0.0,0.0,0.0,12.33,3.59,0.0
20191208:2249,0.0,0.0,0.0,0.0,12.12,3.38,0.0
20191208:2349,0.0,0.0,0.0,0.0,12.15,3.31,0.0
20191209:0049,0.0,0.0,0.0,0.0,12.06,3.17,0.0
20191209:0149,0.0,0.0,0.0,0.0,12.05,3.1,0.0
20191209:0249,0.0,6.34,0.08,0.52,11.88,3.03,0.0
20191209:0349,0.0,18.83,0.23,11.96,12.95,3.66,0.0
20191209:0449,0.0,40.48,0.5,22.27,14.18,4.76,0.0
20191209:0549,0.0,96.97,1.2,30.83,15.4,5.24,0.0
20191209:0649,10.57,235.82,2.98,36.77,16.68,5.52,0.0
20191209:0749,0.0,125.22,1.55,39.16,17.41,5.79,0.0
20191209:0849,15.29,235.24,3.01,37.51,17.74,5.93,0.0
20191209:0949,0.0,108.27,1.34,32.18,17.97,5.93,0.0
20191209:1049,0.0,82.85,1.02,24.04,17.89,5.72,0.0
20191209:1149,0.0,13.18,0.16,14.01,17.41,5.52,0.0
20191209:1249,0.0,0.0,0.0,0.0,16.47,4.55,0.0
20191209:1349,0.0,0.0,0.0,0.0,15.6,3.52,0.0
20191209:1449,0.0,0.0,0.0,0.0,15.17,3.24,0.0
20191209:1549,0.0,0.0,0.0,0.0,14.74,3.17,0.0
20191209:1649,0.0,0.0,0.0,0.0,14.39,3.03,0.0
20191209:1749,0.0,0.0,0.0,0.0,14.1,2.97,0.0
20191209:1849,0.0,0.0,0.0,0.0,13.58,2.76,0.0
20191209:1949,0.0,0.0,0.0,0.0,13.44,2.69,0.0
20191209:2049,0.0,0.0,0.0,0.0,13.05,2.69,0.0
20191209:2149,0.0,0.0,0.0,0.0,12.85,2.69,0.0
20191209:2249,0.0,0.0,0.0,0.0,12.62,2.62,0.0
20191209:2349,0.0,0.0,0.0,0.0,12.46,2.76,0.0
20191210:0049,0.0,0.0,0.0,0.0,12.31,2.9,0.0
20191210:0149,0.0,0.0,0.0,0.0,12.16,2.9,0.0
20191210:0249,0.0,3.62,0.05,0.39,12.34,2.9,0.0
20191210:0349,0.0,30.13,0.37,11.83,13.29,3.31,0.0
20191210:0449,129.04,222.93,3.2,22.13,14.44,4.14,0.0
20191210:0549,633.53,204.77,6.24,30.69,16.03,4.69,0.0
20191210:0649,267.76,324.72,5.55,36.64,17.08,4.9,0.0
20191210:0749,618.18,230.52,7.2,39.06,17.9,4.97,0.0
20191210:0849,439.99,253.17,6.26,37.45,18.74,5.03,0.0
20191210:0949,353.53,206.11,5.14,32.14,19.09,4.9,0.0
20191210:1049,13.78,139.78,1.83,24.04,19.06,4.69,0.0
20191210:1149,128.7,62.72,1.69,14.03,18.48,4.07,0.0
20191210:1249,0.0,0.0,0.0,0.0,17.42,2.97,0.0
20191210:1349,0.0,0.0,0.0,0.0,16.56,2.48,0.0
20191210:1449,0.0,0.0,0.0,0.0,15.99,2.28,0.0
20191210:1549,0.0,0.0,0.0,0.0,15.65,1.59,0.0
20191210:1649,0.0,0.0,0.0,0.0,15.33,0.76,0.0
20191210:1749,0.0,0.0,0.0,0.0,14.96,0.97,0.0
20191210:1849,0.0,0.0,0.0,0.0,14.93,1.24,0.0
20191210:1949,0.0,0.0,0.0,0.0,14.67,1.24,0.0
20191210:2049,0.0,0.0,0.0,0.0,14.43,1.38,0.0
20191210:2149,0.0,0.0,0.0,0.0,14.22,1.17,0.0
20191210:2249,0.0,0.0,0.0,0.0,13.66,0.97,0.0
20191210:2349,0.0,0.0,0.0,0.0,13.4,0.97,0.0
20191211:0049,0.0,0.0,0.0,0.0,13.25,0.69,0.0
20191211:0149,0.0,0.0,0.0,0.0,13.09,1.1,0.0
20191211:0249,0.0,4.53,0.06,0.25,12.65,1.17,0.0
20191211:0349,8.01,87.43,1.09,11.69,13.95,0.28,0.0
20191211:0449,70.46,205.26,2.78,22.0,14.02,1.52,0.0
20191211:0549,41.12,245.31,3.23,30.56,13.86,3.24,0.0
20191211:0649,301.56,320.28,5.7,36.53,14.54,4.62,0.0
20191211:0749,554.32,255.51,6.96,38.97,15.73,5.52,0.0
20191211:0849,596.78,190.6,6.81,37.39,15.97,6.07,0.0
20191211:0949,469.32,162.16,5.58,32.12,15.74,5.93,0.0
20191211:1049,317.42,115.16,3.84,24.04,15.41,5.38,0.0
20191211:1149,115.8,65.1,1.62,14.05,14.8,4.55,0.0
20191211:1249,0.0,0.0,0.0,0.0,14.21,2.97,0.0
20191211:1349,0.0,0.0,0.0,0.0,13.51,1.66,0.0
20191211:1449,0.0,0.0,0.0,0.0,13.01,1.24,0.0
20191211:1549,0.0,0.0,0.0,0.0,12.56,0.97,0.0
20191211:1649,0.0,0.0,0.0,0.0,12.06,0.69,0.0
20191211:1749,0.0,0.0,0.0,0.0,11.93,0.55,0.0
20191211:1849,0.0,0.0,0.0,0.0,11.65,1.1,0.0
20191211:1949,0.0,0.0,0.0,0.0,11.46,1.03,0.0
20191211:2049,0.0,0.0,0.0,0.0,11.84,0.83,0.0
20191211:2149,0.0,0.0,0.0,0.0,11.66,0.55,0.0
20191211:2249,0.0,0.0,0.0,0.0,11.25,0.48,0.0
20191211:2349,0.0,0.0,0.0,0.0,10.76,0.83,0.0
20191212:0049,0.0,0.0,0.0,0.0,9.86,1.31,0.0
20191212:0149,0.0,0.0,0.0,0.0,9.21,1.59,0.0
20191212:0249,0.0,9.96,0.13,0.13,8.78,1.86,0.0
20191212:0349,260.92,166.71,2.36,11.56,10.79,2.07,0.0
20191212:0449,519.7,189.73,4.65,21.87,12.72,3.24,0.0
20191212:0549,697.32,183.33,6.44,30.44,13.77,4.97,0.0
20191212:0649,733.12,197.01,7.36,36.42,15.14,5.17,0.0
20191212:0749,706.48,198.72,7.53,38.89,15.55,5.93,0.0
20191212:0849,578.02,206.32,6.81,37.34,15.79,6.34,0.0
20191212:0949,467.21,169.16,5.63,32.1,15.7,6.69,0.0
20191212:1049,293.02,128.46,3.78,24.05,15.41,6.62,0.0
20191212:1149,126.3,64.77,1.69,14.08,14.8,6.0,0.0
20191212:1249,0.0,0.0,0.0,0.0,13.7,5.17,0.0
20191212:1349,0.0,0.0,0.0,0.0,12.55,4.83,0.0
20191212:1449,0.0,0.0,0.0,0.0,11.76,4.9,0.0
20191212:1549,0.0,0.0,0.0,0.0,11.07,5.1,0.0
20191212:1649,0.0,0.0,0.0,0.0,10.35,5.24,0.0
20191212:1749,0.0,0.0,0.0,0.0,9.66,5.17,0.0
20191212:1849,0.0,0.0,0.0,0.0,9.11,4.9,0.0
20191212:1949,0.0,0.0,0.0,0.0,8.55,4.55,0.0
20191212:2049,0.0,0.0,0.0,0.0,8.02,4.21,0.0
20191212:2149,0.0,0.0,0.0,0.0,7.44,3.66,0.0
20191212:2249,0.0,0.0,0.0,0.0,6.81,3.24,0.0
20191212:2349,0.0,0.0,0.0,0.0,6.26,2.97,0.0
20191213:0049,0.0,0.0,0.0,0.0,5.79,2.83,0.0
20191213:0149,0.0,0.0,0.0,0.0,5.26,2.48,0.0
20191213:0249,0.0,0.0,0.0,-0.0,4.84,2.14,0.0
20191213:0349,140.93,152.09,1.98,11.44,6.52,1.66,0.0
20191213:0449,34.5,184.96,2.41,21.75,10.49,1.59,0.0
20191213:0549,145.36,285.46,4.21,30.33,12.64,1.17,0.0
20191213:0649,449.97,296.95,6.37,36.32,14.22,1.03,0.0
20191213:0749,14.44,252.26,3.21,38.81,15.11,0.41,0.0
20191213:0849,8.39,220.28,2.78,37.29,15.62,1.45,0.0
20191213:0949,0.0,140.28,1.73,32.09,15.83,2.34,0.0
20191213:1049,12.46,139.65,1.81,24.06,15.98,3.45,0.0
20191213:1149,0.0,12.24,0.15,14.11,15.27,4.28,0.0
20191213:1249,0.0,0.0,0.0,0.0,13.73,3.17,0.0
20191213:1349,0.0,0.0,0.0,0.0,12.3,2.55,0.0
20191213:1449,0.0,0.0,0.0,0.0,11.36,2.41,0.0
20191213:1549,0.0,0.0,0.0,0.0,10.56,2.48,0.0
20191213:1649,0.0,0.0,0.0,0.0,10.11,2.62,0.0
20191213:1749,0.0,0.0,0.0,0.0,9.74,2.83,0.0
20191213:1849,0.0,0.0,0.0,0.0,9.68,2.62,0.0
20191213:1949,0.0,0.0,0.0,0.0,9.44,2.62,0.0
20191213:2049,0.0,0.0,0.0,0.0,9.22,2.62,0.0
20191213:2149,0.0,0.0,0.0,0.0,8.97,2.48,0.0
20191213:2249,0.0,0.0,0.0,0.0,8.77,2.28,0.0
20191213:2349,0.0,0.0,0.0,0.0,8.56,2.07,0.0
20191214:0049,0.0,0.0,0.0,0.0,8.68,1.86,0.0
20191214:0149,0.0,0.0,0.0,0.0,9.07,1.59,0.0
20191214:0249,0.0,0.0,0.0,-0.12,9.84,1.17,0.0
20191214:0349,248.44,163.78,2.28,11.32,11.05,0.62,0.0
20191214:0449,503.77,191.69,4.56,21.63,12.99,0.55,0.0
20191214:0549,680.22,188.2,6.35,30.21,14.28,1.38,0.0
20191214:0649,741.38,191.43,7.35,36.23,15.61,1.93,0.0
20191214:0749,716.91,192.12,7.53,38.74,16.55,2.48,0.0
20191214:0849,667.51,165.7,7.1,37.26,17.19,2.62,0.0
20191214:0949,493.08,157.94,5.71,32.08,17.56,2.69,0.0
20191214:1049,317.32,118.71,3.86,24.08,17.65,2.83,0.0
20191214:1149,101.63,71.53,1.58,14.15,17.31,2.83,0.0
20191214:1249,0.0,0.0,0.0,0.0,16.22,2.28,0.0
20191214:1349,0.0,0.0,0.0,0.0,14.94,2.0,0.0
20191214:1449,0.0,0.0,0.0,0.0,13.09,1.79,0.0
20191214:1549,0.0,0.0,0.0,0.0,11.57,1.59,0.0
20191214:1649,0.0,0.0,0.0,0.0,10.49,1.66,0.0
20191214:1749,0.0,0.0,0.0,0.0,9.51,1.72,0.0
20191214:1849,0.0,0.0,0.0,0.0,9.26,1.72,0.0
20191214:1949,0.0,0.0,0.0,0.0,8.5,1.86,0.0
20191214:2049,0.0,0.0,0.0,0.0,8.01,1.86,0.0
20191214:2149,0.0,0.0,0.0,0.0,7.73,1.79,0.0
20191214:2249,0.0,0.0,0.0,0.0,7.81,1.66,0.0
20191214:2349,0.0,0.0,0.0,0.0,8.14,1.52,0.0
20191215:0049,0.0,0.0,0.0,0.0,8.82,1.38,0.0
20191215:0149,0.0,0.0,0.0,0.0,9.75,1.24,0.0
20191215:0249,0.0,0.0,0.0,-0.24,10.01,1.17,0.0
20191215:0349,145.72,150.71,1.95,11.2,11.11,0.97,0.0
20191215:0449,503.32,192.13,4.55,21.52,14.08,1.24,0.0
20191215:0549,606.83,217.49,6.13,30.11,15.62,2.28,0.0
20191215:0649,714.93,202.96,7.26,36.14,16.7,2.83,0.0
20191215:0749,717.7,192.31,7.53,38.68,17.43,3.52,0.0
20191215:0849,659.77,169.08,7.07,37.23,17.8,4.07,0.0
20191215:0949,504.59,152.71,5.74,32.08,17.93,4.41,0.0
20191215:1049,363.42,105.11,4.08,24.11,17.73,4.41,0.0
20191215:1149,92.89,73.97,1.55,14.2,17.08,4.21,0.0
20191215:1249,0.0,0.0,0.0,0.0,15.93,3.38,0.0
20191215:1349,0.0,0.0,0.0,0.0,14.73,2.34,0.0
20191215:1449,0.0,0.0,0.0,0.0,13.75,1.79,0.0
20191215:1549,0.0,0.0,0.0,0.0,12.54,1.72,0.0
20191215:1649,0.0,0.0,0.0,0.0,11.75,1.93,0.0
20191215:1749,0.0,0.0,0.0,0.0,11.26,2.07,0.0
20191215:1849,0.0,0.0,0.0,0.0,10.88,2.21,0.0
20191215:1949,0.0,0.0,0.0,0.0,10.5,2.21,0.0
20191215:2049,0.0,0.0,0.0,0.0,10.16,2.28,0.0
20191215:2149,0.0,0.0,0.0,0.0,10.03,2.07,0.0
20191215:2249,0.0,0.0,0.0,0.0,9.93,2.0,0.0
20191215:2349,0.0,0.0,0.0,0.0,10.03,1.86,0.0
20191216:0049,0.0,0.0,0.0,0.0,9.97,1.86,0.0
20191216:0149,0.0,0.0,0.0,0.0,9.86,1.79,0.0
20191216:0249,0.0,0.0,0.0,-0.36,9.58,1.86,0.0
20191216:0349,218.71,157.61,2.14,11.08,10.58,1.72,0.0
20191216:0449,454.45,198.96,4.35,21.41,14.63,2.76,0.0
20191216:0549,624.46,203.2,6.1,30.01,16.11,3.66,0.0
20191216:0649,697.48,203.19,7.13,36.06,17.43,3.1,0.0
20191216:0749,701.03,192.67,7.41,38.63,18.27,3.24,0.0
20191216:0849,621.1,180.47,6.87,37.21,19.03,3.31,0.0
20191216:0949,473.28,161.54,5.58,32.09,19.36,3.52,0.0
20191216:1049,252.67,141.17,3.59,24.14,19.17,3.66,0.0
20191216:1149,17.71,71.3,1.0,14.25,18.49,4.21,0.0
20191216:1249,0.0,0.0,0.0,0.0,17.39,3.72,0.0
20191216:1349,0.0,0.0,0.0,0.0,16.38,2.55,0.0
20191216:1449,0.0,0.0,0.0,0.0,15.68,1.72,0.0
20191216:1549,0.0,0.0,0.0,0.0,15.38,1.45,0.0
20191216:1649,0.0,0.0,0.0,0.0,15.14,1.66,0.0
20191216:1749,0.0,0.0,0.0,0.0,14.6,2.0,0.0
20191216:1849,0.0,0.0,0.0,0.0,14.04,2.0,0.0
20191216:1949,0.0,0.0,0.0,0.0,13.47,2.21,0.0
20191216:2049,0.0,0.0,0.0,0.0,13.29,2.21,0.0
20191216:2149,0.0,0.0,0.0,0.0,13.53,2.41,0.0
20191216:2249,0.0,0.0,0.0,0.0,13.97,2.69,0.0
20191216:2349,0.0,0.0,0.0,0.0,14.09,2.69,0.0
20191217:0049,0.0,0.0,0.0,0.0,13.82,2.76,0.0
20191217:0149,0.0,0.0,0.0,0.0,13.48,2.97,0.0
20191217:0249,0.0,0.0,0.0,-0.47,13.18,3.24,0.0
20191217:0349,0.0,30.13,0.37,10.98,13.82,3.38,0.0
20191217:0449,0.0,83.79,1.03,21.3,14.97,4.76,0.0
20191217:0549,0.0,74.38,0.92,29.92,16.06,5.52,0.0
20191217:0649,0.0,148.75,1.84,35.99,17.11,6.14,0.0
20191217:0749,0.0,144.99,1.79,38.58,17.87,6.28,0.0
20191217:0849,0.0,104.5,1.29,37.19,17.91,6.07,0.0
20191217:0949,0.0,77.2,0.95,32.11,17.67,5.79,0.0
20191217:1049,0.0,56.49,0.7,24.18,17.64,5.86,0.0
20191217:1149,0.0,15.06,0.19,14.3,17.06,4.9,0.0
20191217:1249,0.0,0.0,0.0,0.0,16.68,4.07,0.0
20191217:1349,0.0,0.0,0.0,0.0,16.08,3.38,0.0
20191217:1449,0.0,0.0,0.0,0.0,15.75,2.9,0.0
20191217:1549,0.0,0.0,0.0,0.0,15.51,3.17,0.0
20191217:1649,0.0,0.0,0.0,0.0,15.24,2.9,0.0
20191217:1749,0.0,0.0,0.0,0.0,14.64,2.83,0.0
20191217:1849,0.0,0.0,0.0,0.0,13.89,2.41,0.0
20191217:1949,0.0,0.0,0.0,0.0,13.97,2.9,0.0
20191217:2049,0.0,0.0,0.0,0.0,14.22,3.59,0.0
20191217:2149,0.0,0.0,0.0,0.0,14.25,3.17,0.0
20191217:2249,0.0,0.0,0.0,0.0,14.32,3.24,0.0
20191217:2349,0.0,0.0,0.0,0.0,14.3,3.52,0.0
20191218:0049,0.0,0.0,0.0,0.0,14.0,3.24,0.0
20191218:0149,0.0,0.0,0.0,0.0,14.0,3.86,0.0
20191218:0249,0.0,0.0,0.0,-0.58,14.01,3.59,0.0
20191218:0349,0.0,16.95,0.21,10.87,14.32,3.45,0.0
20191218:0449,0.0,32.01,0.4,21.21,15.17,3.59,0.0
20191218:0549,0.0,80.97,1.0,29.83,15.53,3.52,0.0
20191218:0649,21.41,248.78,3.2,35.92,16.68,2.83,0.0
20191218:0749,0.0,160.99,1.99,38.54,16.52,2.62,0.0
20191218:0849,0.0,170.41,2.1,37.19,16.73,2.41,0.0
20191218:0949,0.0,90.38,1.12,32.13,16.6,2.76,0.0
20191218:1049,0.0,52.72,0.65,24.22,15.22,3.52,0.0
20191218:1149,0.0,41.43,0.51,14.36,13.75,3.86,0.0
20191218:1249,0.0,0.0,0.0,0.0,12.54,3.59,0.0
20191218:1349,0.0,0.0,0.0,0.0,11.75,3.1,0.0
20191218:1449,0.0,0.0,0.0,0.0,11.4,2.55,0.0
20191218:1549,0.0,0.0,0.0,0.0,11.35,2.97,0.0
20191218:1649,0.0,0.0,0.0,0.0,11.48,3.52,0.0
20191218:1749,0.0,0.0,0.0,0.0,11.1,3.31,0.0
20191218:1849,0.0,0.0,0.0,0.0,10.75,3.31,0.0
20191218:1949,0.0,0.0,0.0,0.0,10.32,3.59,0.0
20191218:2049,0.0,0.0,0.0,0.0,9.88,3.45,0.0
20191218:2149,0.0,0.0,0.0,0.0,9.57,3.93,0.0
20191218:2249,0.0,0.0,0.0,0.0,9.2,4.34,0.0
20191218:2349,0.0,0.0,0.0,0.0,8.84,4.9,0.0
20191219:0049,0.0,0.0,0.0,0.0,8.47,4.9,0.0
20191219:0149,0.0,0.0,0.0,0.0,8.18,4.9,0.0
20191219:0249,0.0,0.0,0.0,-0.68,7.94,5.31,0.0
20191219:0349,0.0,59.31,0.73,10.77,7.96,5.72,0.0
20191219:0449,0.0,55.55,0.69,21.11,8.53,6.28,0.0
20191219:0549,1.67,164.97,2.05,29.75,8.93,7.1,0.0
20191219:0649,315.35,317.01,5.71,35.86,8.91,7.1,0.0
20191219:0749,445.71,291.25,6.51,38.51,9.05,7.38,0.0
20191219:0849,118.01,297.15,4.44,37.19,9.56,7.72,0.0
20191219:0949,1.38,159.23,1.98,32.16,9.31,7.72,0.0
20191219:1049,4.17,120.88,1.52,24.27,9.02,7.59,0.0
20191219:1149,0.0,12.24,0.15,14.43,8.48,7.1,0.0
20191219:1249,0.0,0.0,0.0,0.0,7.67,6.34,0.0
20191219:1349,0.0,0.0,0.0,0.0,7.09,6.34,0.0
20191219:1449,0.0,0.0,0.0,0.0,6.91,6.14,0.0
20191219:1549,0.0,0.0,0.0,0.0,6.78,5.86,0.0
20191219:1649,0.0,0.0,0.0,0.0,6.72,5.79,0.0
20191219:1749,0.0,0.0,0.0,0.0,6.55,5.52,0.0
20191219:1849,0.0,0.0,0.0,0.0,6.46,5.59,0.0
20191219:1949,0.0,0.0,0.0,0.0,6.34,5.24,0.0
20191219:2049,0.0,0.0,0.0,0.0,6.15,5.72,0.0
20191219:2149,0.0,0.0,0.0,0.0,6.07,5.72,0.0
20191219:2249,0.0,0.0,0.0,0.0,5.95,5.72,0.0
20191219:2349,0.0,0.0,0.0,0.0,5.76,5.72,0.0
20191220:0049,0.0,0.0,0.0,0.0,5.65,5.66,0.0
20191220:0149,0.0,0.0,0.0,0.0,5.41,5.66,0.0
20191220:0249,0.0,0.0,0.0,-0.79,5.13,5.38,0.0
20191220:0349,329.27,163.78,2.4,10.67,5.69,4.9,0.0
20191220:0449,589.62,171.03,4.77,21.02,7.05,6.41,0.0
20191220:0549,744.78,171.95,6.57,29.68,8.27,7.17,0.0
20191220:0649,801.24,176.04,7.59,35.81,9.15,7.79,0.0
20191220:0749,781.53,175.93,7.84,38.49,9.72,8.0,0.0
20191220:0849,697.11,165.06,7.3,37.2,10.22,8.21,0.0
20191220:0949,562.79,140.23,6.07,32.19,10.32,8.28,0.0
20191220:1049,351.86,116.13,4.09,24.33,10.09,8.14,0.0
20191220:1149,138.75,68.76,1.81,14.5,9.41,7.59,0.0
20191220:1249,0.0,0.0,0.0,0.0,8.24,6.62,0.0
20191220:1349,0.0,0.0,0.0,0.0,7.13,6.0,0.0
20191220:1449,0.0,0.0,0.0,0.0,6.5,5.17,0.0
20191220:1549,0.0,0.0,0.0,0.0,6.04,4.62,0.0
20191220:1649,0.0,0.0,0.0,0.0,5.63,4.14,0.0
20191220:1749,0.0,0.0,0.0,0.0,5.25,3.79,0.0
20191220:1849,0.0,0.0,0.0,0.0,4.9,3.31,0.0
20191220:1949,0.0,0.0,0.0,0.0,4.43,3.24,0.0
20191220:2049,0.0,0.0,0.0,0.0,4.02,3.1,0.0
20191220:2149,0.0,0.0,0.0,0.0,3.69,3.1,0.0
20191220:2249,0.0,0.0,0.0,0.0,3.4,3.1,0.0
20191220:2349,0.0,0.0,0.0,0.0,3.15,3.1,0.0
20191221:0049,0.0,0.0,0.0,0.0,2.93,3.03,0.0
20191221:0149,0.0,0.0,0.0,0.0,2.72,2.97,0.0
20191221:0249,0.0,0.0,0.0,-0.88,2.58,2.97,0.0
20191221:0349,385.33,160.09,2.51,10.58,4.38,2.83,0.0
20191221:0449,612.29,165.82,4.84,20.94,8.25,3.66,0.0
20191221:0549,760.6,168.89,6.64,29.61,10.14,5.24,0.0
20191221:0649,809.44,175.26,7.64,35.76,11.35,6.34,0.0
20191221:0749,800.79,170.48,7.93,38.47,12.2,6.76,0.0
20191221:0849,714.21,160.9,7.4,37.21,12.64,7.1,0.0
20191221:0949,562.91,142.65,6.09,32.24,12.65,7.24,0.0
20191221:1049,363.0,114.39,4.16,24.39,12.25,7.17,0.0
20191221:1149,138.66,69.8,1.83,14.58,11.41,6.62,0.0
20191221:1249,0.0,0.0,0.0,0.0,10.05,5.24,0.0
20191221:1349,0.0,0.0,0.0,0.0,8.69,4.14,0.0
20191221:1449,0.0,0.0,0.0,0.0,7.85,3.93,0.0
20191221:1549,0.0,0.0,0.0,0.0,7.18,3.66,0.0
20191221:1649,0.0,0.0,0.0,0.0,6.61,3.38,0.0
20191221:1749,0.0,0.0,0.0,0.0,6.13,3.17,0.0
20191221:1849,0.0,0.0,0.0,0.0,5.7,3.03,0.0
20191221:1949,0.0,0.0,0.0,0.0,5.34,3.1,0.0
20191221:2049,0.0,0.0,0.0,0.0,5.03,3.1,0.0
20191221:2149,0.0,0.0,0.0,0.0,4.64,3.03,0.0
20191221:2249,0.0,0.0,0.0,0.0,4.27,2.97,0.0
20191221:2349,0.0,0.0,0.0,0.0,3.93,2.97,0.0
20191222:0049,0.0,0.0,0.0,0.0,3.6,2.83,0.0
20191222:0149,0.0,0.0,0.0,0.0,3.31,2.76,0.0
20191222:0249,0.0,0.0,0.0,-0.98,3.05,2.69,0.0
20191222:0349,373.01,160.28,2.47,10.49,4.73,2.41,0.0
20191222:0449,609.47,165.85,4.81,20.87,9.28,2.76,0.0
20191222:0549,747.91,172.51,6.58,29.55,11.35,3.31,0.0
20191222:0649,806.82,176.55,7.63,35.73,12.69,4.0,0.0
20191222:0749,799.62,170.45,7.92,38.47,13.73,4.07,0.0
20191222:0849,704.53,164.18,7.35,37.24,14.45,4.21,0.0
20191222:0949,554.66,145.84,6.06,32.29,14.72,4.21,0.0
20191222:1049,358.78,116.43,4.15,24.46,14.5,4.34,0.0
20191222:1149,144.44,69.04,1.86,14.66,13.64,4.07,0.0
20191222:1249,0.0,0.0,0.0,0.0,12.07,3.31,0.0
20191222:1349,0.0,0.0,0.0,0.0,10.24,2.62,0.0
20191222:1449,0.0,0.0,0.0,0.0,8.88,2.41,0.0
20191222:1549,0.0,0.0,0.0,0.0,7.81,2.34,0.0
20191222:1649,0.0,0.0,0.0,0.0,6.92,2.28,0.0
20191222:1749,0.0,0.0,0.0,0.0,6.19,2.21,0.0
20191222:1849,0.0,0.0,0.0,0.0,6.02,1.86,0.0
20191222:1949,0.0,0.0,0.0,0.0,5.93,1.72,0.0
20191222:2049,0.0,0.0,0.0,0.0,6.27,1.59,0.0
20191222:2149,0.0,0.0,0.0,0.0,7.49,1.38,0.0
20191222:2249,0.0,0.0,0.0,0.0,8.16,1.1,0.0
20191222:2349,0.0,0.0,0.0,0.0,8.93,1.03,0.0
20191223:0049,0.0,0.0,0.0,0.0,9.17,1.17,0.0
20191223:0149,0.0,0.0,0.0,0.0,8.3,1.38,0.0
20191223:0249,0.0,0.0,0.0,-1.07,7.84,1.45,0.0
20191223:0349,383.51,159.4,2.48,10.41,8.45,1.31,0.0
20191223:0449,620.26,164.04,4.85,20.79,10.79,1.45,0.0
20191223:0549,763.57,166.48,6.63,29.5,13.55,2.14,0.0
20191223:0649,824.05,170.79,7.7,35.69,14.64,2.69,0.0
20191223:0749,804.18,170.7,7.95,38.47,15.4,2.9,0.0
20191223:0849,710.23,164.45,7.4,37.27,15.89,2.97,0.0
20191223:0949,567.09,143.99,6.14,32.34,16.12,2.9,0.0
20191223:1049,362.85,117.77,4.2,24.54,16.05,2.83,0.0
20191223:1149,151.64,68.36,1.91,14.75,15.53,2.69,0.0
20191223:1249,0.0,0.0,0.0,0.0,14.31,1.79,0.0
20191223:1349,0.0,0.0,0.0,0.0,12.36,0.9,0.0
20191223:1449,0.0,0.0,0.0,0.0,12.31,0.07,0.0
20191223:1549,0.0,0.0,0.0,0.0,11.48,0.62,0.0
20191223:1649,0.0,0.0,0.0,0.0,10.26,1.24,0.0
20191223:1749,0.0,0.0,0.0,0.0,8.14,1.66,0.0
20191223:1849,0.0,0.0,0.0,0.0,8.19,1.59,0.0
20191223:1949,0.0,0.0,0.0,0.0,7.12,1.72,0.0
20191223:2049,0.0,0.0,0.0,0.0,6.25,1.93,0.0
20191223:2149,0.0,0.0,0.0,0.0,5.7,2.0,0.0
20191223:2249,0.0,0.0,0.0,0.0,5.5,1.93,0.0
20191223:2349,0.0,0.0,0.0,0.0,5.71,1.72,0.0
20191224:0049,0.0,0.0,0.0,0.0,5.96,1.66,0.0
20191224:0149,0.0,0.0,0.0,0.0,6.13,1.66,0.0
20191224:0249,0.0,0.0,0.0,-1.15,5.99,1.66,0.0
20191224:0349,391.07,157.76,2.48,10.33,7.13,1.45,0.0
20191224:0449,619.18,162.57,4.83,20.73,10.74,1.24,0.0
20191224:0549,760.71,167.87,6.62,29.45,14.06,1.52,0.0
20191224:0649,812.04,175.6,7.65,35.67,15.55,2.55,0.0
20191224:0749,804.3,170.71,7.95,38.47,16.68,3.1,0.0
20191224:0849,710.23,164.41,7.4,37.3,17.43,3.38,0.0
20191224:0949,576.68,140.75,6.19,32.41,17.76,3.52,0.0
20191224:1049,369.63,115.73,4.23,24.62,17.66,3.72,0.0
20191224:1149,148.49,70.28,1.91,14.84,16.92,3.93,0.0
20191224:1249,0.0,0.0,0.0,0.0,15.26,3.31,0.0
20191224:1349,0.0,0.0,0.0,0.0,13.16,2.9,0.0
20191224:1449,0.0,0.0,0.0,0.0,11.35,2.48,0.0
20191224:1549,0.0,0.0,0.0,0.0,9.76,2.41,0.0
20191224:1649,0.0,0.0,0.0,0.0,8.59,2.48,0.0
20191224:1749,0.0,0.0,0.0,0.0,7.72,2.62,0.0
20191224:1849,0.0,0.0,0.0,0.0,6.86,2.48,0.0
20191224:1949,0.0,0.0,0.0,0.0,6.23,2.48,0.0
20191224:2049,0.0,0.0,0.0,0.0,5.84,2.41,0.0
20191224:2149,0.0,0.0,0.0,0.0,5.48,2.41,0.0
20191224:2249,0.0,0.0,0.0,0.0,5.21,2.34,0.0
20191224:2349,0.0,0.0,0.0,0.0,5.13,2.28,0.0
20191225:0049,0.0,0.0,0.0,0.0,5.15,2.14,0.0
20191225:0149,0.0,0.0,0.0,0.0,5.52,1.93,0.0
20191225:0249,0.0,0.0,0.0,-1.24,6.14,1.79,0.0
20191225:0349,404.37,157.17,2.5,10.26,7.96,1.45,0.0
